6618,2
6985,0
7371,1
7751,0
8145,2
8368,0
8545,1
8937,0
9301,2
9698,0
10097,1
10284,0
10457,2
11248,0
11649,1
12045,0
12411,2
12815,0
13175,1
13348,0
13539,2
13955,0
14357,1
14725,0
15108,2
15276,0
15496,1
15881,0
16251,2
16429,0
16646,1
16857,0
17252,2
17427,0
17614,1
17820,0
18000,2
18184,0
18325,1
18548,0
18913,2
19384,0
19739,1
20085,0
20518,2
20857,0
21284,1
21669,0
22045,2
22427,0
22834,1
23198,0
23582,2
23831,0
23999,1
24180,0
24358,2
24558,0
24734,1
24951,0
25142,2
25340,0
25515,1
25707,0
26117,2
26321,0
26689,1
26890,0
27066,2
27267,0
27427,1
27617,0
27812,2
27989,0
28209,1
28431,0
28620,2
29004,1
29399,2
29782,1
29985,2
30150,1
30336,2
30526,1
31309,2
31707,0
32104,1
32484,0
32854,2
33058,0
33246,2
33447,0
33596,2
33811,0
34000,2
34390,1
34788,2
35343,0
35478,2
35918,0
36317,1
36492,0
36690,2
36865,0
37058,1
37277,0
37502,2
37921,1
38291,2
38462,1
38673,2
38836,1
39031,2
39454,0
40016,0
40198,2
40390,0
40573,1
40962,0
41377,1
41583,0
41755,1
42144,2
42526,1
42910,2
43269,1
43646,0
44044,2
44456,0
44804,1
45161,0
45343,2
45544,0
45730,1
45920,0
46329,2
46691,0
47156,1
47529,0
47879,2
48270,0
48436,1
48608,0
48913,2
49053,0
49403,1
49774,0
50224,2
50616,0
50977,1
51335,0
51524,2
51735,0
51937,1
52149,0
52357,2
52548,0
52726,1
52918,0
53324,2
53707,1
54024,0
54473,2
54814,0
55181,1
55592,2
55987,0
56003,2
56159,1
56370,2
56538,0
56921,0
57282,2
57509,0
57702,1
57882,0
58103,2
58301,0
58510,1
58679,0
59062,2
59078,0
59417,1
59623,0
59852,2
60027,0
60459,1
60648,0
60823,2
61036,0
61229,1
61417,0
61602,2
61784,0
62148,0
62562,2
62739,0
62951,1
63145,0
63549,2
63715,0
63902,1
64112,0
64307,2
64506,0
64677,1
64852,0
65252,0
65268,2
65624,1
65829,0
66035,2
66196,0
66611,1
66801,0
66980,2
67177,0
67363,1
67550,0
67764,2
67947,0
68324,1
68727,0
69143,2
69348,0
69511,1
69708,0
70089,2
70282,0
70457,1
70669,0
70857,2
71061,0
71420,1
71839,2
72233,1
72620,2
73016,1
73401,2
73774,1
74155,2
74514,0
74913,1
75121,0
75308,2
75498,0
75695,1
76072,0
76262,2
76471,0
76653,1
76853,0
77026,2
77208,0
77600,1
78007,0
78364,2
78569,0
78751,1
79134,0
79325,2
79556,0
79714,1
79926,0
80109,2
80307,0
80679,1
81101,0
81480,2
81852,0
82229,1
82633,0
83010,2
83393,0
83746,1
83925,0
84124,2
84519,0
84719,1
84940,0
85292,2
85475,0
85694,1
85881,0
86075,2
86254,0
86446,1
86820,0
86837,2
87226,1
87629,0
87645,2
88038,1
88406,0
88815,2
89193,1
89209,0
89598,2
89965,0
90345,2
90713,0
90729,2
91495,2
91511,0
91887,1
92271,1
92287,0
92671,2
93415,0
93764,2
94126,0
94581,1
95047,0
95369,2
95555,0
95752,1
95921,0
96103,2
96485,0
96878,1
97031,0
97262,2
97472,0
97669,1
98053,1
98412,0
98619,2
98808,0
98999,1
99183,0
99552,2
99995,1
100209,2
100356,1
100799,2
100977,0
101143,1
101337,0
101538,2
101701,0
101878,1
102082,0
102269,2
102652,0
103040,1
103419,0
103786,2
103972,0
104180,1
104367,0
104558,2
104953,1
105339,2
105708,0
106088,1
106304,0
106515,2
106933,0
107073,1
107306,0
107489,2
107702,0
107940,1
108104,0
108280,2
108492,0
108857,1
109245,2
109640,1
110019,2
110181,0
110374,1
110586,0
110766,2
110952,0
111146,1
111323,2
111532,0
112334,2
112350,0
112979,1
113131,0
113308,2
113529,0
113713,1
113935,0
114139,2
114337,0
114644,1
115031,0
115185,2
115396,0
115585,1
116145,2
116535,0
116923,1
117132,0
117337,2
117729,0
118109,1
118306,0
118513,2
118706,0
119068,1
119285,0
119497,2
119693,0
119871,1
120073,0
120257,2
120464,0
120801,1
121182,0
121362,2
121559,0
121740,1
122346,1
122730,2
123151,1
123502,0
123880,2
124303,1
124319,0
124682,2
124857,0
125070,1
125291,0
125466,2
125638,0
125845,1
126237,0
126615,2
127005,0
127367,2
127546,0
127755,1
127962,0
128145,2
128350,0
128530,1
128721,0
128899,2
129276,1
129688,0
130034,2
130422,0
130605,1
130827,0
131019,2
131403,1
131626,0
131786,2
132009,0
132208,1
132432,0
132602,2
132807,0
133147,1
133528,0
133916,2
134307,0
134682,1
134880,0
135071,2
135255,0
135451,1
135660,0
135849,2
136222,1
136238,0
136254,2
